uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,uMyo4,uM4 d1,uM4 d2,uM4 d3,uM4 d4,uM4 d5,uM4 d6,uM4 d7,uM4 d8,uM4 ds1,uM4 ds2,uM4 ds3,uM4 ds4,uM4 ax,uM4 ay,uM4 az,uM4 dev_yaw,uM4 dev_pitch,uM4 dev_roll,uM4 Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31476,30512,30544,30028,31016,14387,-1436,4514,1324,0,54,68.81124687,0,18592,18576,18484,18458,18477,18522,18558,18526,17121,218,117,70,-16493,3088,-2025,0,0,0,68.82458043,1,12098,12145,12202,12247,12243,12215,12193,12235,32042,205,133,100,-4133,-3553,16283,0,0,0,68.82458043,2,17309,17330,17328,17345,17398,17455,17508,17306,7907,316,186,122,-4836,3931,-15334,0,0,0,68.82458043,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.82458043,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.82458043,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.82458043,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.82458043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31500,30608,30524,30008,30992,14357,-1386,270,1294,0,-229,68.92682648,0,18469,18492,18405,18411,18435,18486,18535,18578,16739,289,37,89,-16608,2665,628,0,0,0,68.93939924,1,12175,12143,12129,12110,12074,12075,12138,12218,31526,228,111,30,-6463,-3073,15322,0,0,0,68.93939924,2,17463,17513,17566,17586,17559,17470,17471,17474,9030,250,78,49,-7039,4031,-14710,0,0,0,68.93939924,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.93939924,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.93939924,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.93939924,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,68.93939924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31472,30580,30540,29996,31020,12884,-295,-7705,1269,0,-634,69.05292368,0,17785,17824,17848,17888,17940,17983,17846,17769,11811,352,153,51,-15238,1681,3783,0,0,0,69.06580424,1,12338,12306,12177,12162,12146,12148,12144,12204,32089,352,185,70,-9204,-2915,13469,0,0,0,69.06580424,2,18243,18319,18180,18095,18062,18100,18148,18185,14260,418,140,70,-9148,3779,-12771,0,0,0,69.06580424,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.06580424,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.06580424,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.06580424,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.06580424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30560,30588,30044,31072,10145,-602,-11211,1253,0,-947,69.16914272,0,17355,17382,17415,17405,17349,17301,17325,17363,7823,180,92,21,-14049,155,6468,0,0,0,69.18246007,1,12225,12272,12349,12393,12249,12191,12146,12183,32472,424,114,67,-11515,-1945,11948,0,0,0,69.18246007,2,18710,18631,18649,18676,18682,18678,18748,18822,18524,255,189,56,-10799,2951,-10735,0,0,0,69.18246007,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.18246007,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.18246007,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.18246007,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.18246007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31484,30524,30548,30044,31012,5984,610,-13790,1228,0,-1228,69.28639078,0,17612,17612,17696,17765,17774,17688,17696,17729,10500,242,194,87,-13027,-630,8731,0,0,0,69.30208659,1,12360,12355,12271,12194,12204,12207,12214,12238,32507,319,152,26,-13082,-1562,10667,0,0,0,69.30208659,2,18440,18481,18526,18553,18441,18431,18470,18551,16821,98,223,39,-11925,2344,-9548,0,0,0,69.30208659,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.30208659,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.30208659,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.30208659,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.30208659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31488,30604,30552,30080,31100,916,1303,-15666,1188,0,-1599,69.41467142,0,18146,18134,18149,18163,18149,18123,18225,18282,14299,176,203,94,-11951,-1745,10440,0,0,0,69.42573047,1,12067,12110,12135,12186,12080,12042,12045,12056,31185,236,95,58,-14287,-193,9191,0,0,0,69.42573047,2,17606,17628,17714,17759,17805,17581,17512,17547,10080,497,208,84,-13808,1321,-7778,0,0,0,69.42573047,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.42573047,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.42573047,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.42573047,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.42573047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31476,30552,30524,30024,30964,-4437,1318,-17361,1160,0,-1932,69.5369041,0,18594,18623,18523,18426,18375,18419,18470,18502,16860,440,116,42,-10641,-3901,11838,0,0,0,69.54960823,1,12085,12101,12096,12101,12192,12287,12209,12141,31676,344,148,46,-14915,2197,7254,0,0,0,69.54960823,2,17278,17340,17383,17388,17415,17329,17344,17378,7783,146,102,139,-14808,-114,-5599,0,0,0,69.54960823,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.54960823,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.54960823,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.54960823,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.54960823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31468,30588,30536,30000,30988,-5561,1685,-16451,1122,0,-2096,69.65306211,0,18142,18055,18071,18097,18101,18100,18135,18131,13760,124,81,49,-9870,-4390,12994,0,0,0,69.66827822,1,12040,12119,12188,12244,12204,12105,12098,12124,31586,302,150,89,-15834,2799,6237,0,0,0,69.66827822,2,17795,17826,17895,17947,17981,17856,17819,17817,11864,333,102,73,-15671,-746,-4427,0,0,0,69.66827822,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.66827822,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.66827822,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.66827822,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.66827822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31456,30564,30512,30048,31028,-6944,2069,-15378,1110,0,-2120,69.77934813,0,17643,17648,17571,17488,17496,17482,17477,17486,9219,338,180,39,-8437,-4512,13188,0,0,0,69.79104185,1,12247,12237,12276,12309,12349,12311,12291,12304,32787,170,71,57,-16056,2502,4961,0,0,0,69.79104185,2,18455,18459,18472,18472,18541,18607,18660,18505,17099,357,162,60,-15376,-1020,-3256,0,0,0,69.79104185,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.79104185,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.79104185,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.79104185,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.79104185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30552,30536,29984,31020,-6325,1290,-14594,1106,0,-2073,69.89506602,0,17557,17559,17539,17480,17439,17424,17487,17569,8982,289,72,44,-8258,-4335,12653,0,0,0,69.90713739,1,12399,12340,12329,12310,12307,12313,12398,12447,33307,254,106,25,-15346,2537,5033,0,0,0,69.90713739,2,18627,18647,18709,18772,18753,18686,18651,18643,18416,273,84,9,-14555,-1205,-3346,0,0,0,69.90713739,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.90713739,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.90713739,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.90713739,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,69.90713739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31556,30508,30580,29992,31012,-1749,794,-18156,1068,0,-1738,70.02065945,0,18059,18139,18170,18131,18119,18132,18133,18119,13930,81,126,61,-13103,-3338,10352,0,0,0,70.03266072,1,12269,12215,12161,12211,12241,12282,12268,12208,32318,153,112,99,-13995,1973,8659,0,0,0,70.03266072,2,18204,18258,18296,18046,17974,17994,18019,18035,13754,624,219,97,-15282,-157,-6686,0,0,0,70.03266072,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.03266072,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.03266072,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.03266072,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.03266072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31444,30500,30604,30044,31024,8342,-3559,-15991,1027,0,-1176,70.14381623,0,18734,18714,18771,18865,18922,18905,18819,18742,19400,421,67,34,-13908,-2559,8269,0,0,0,70.15558076,1,12284,12324,12431,12448,12301,12241,12207,12254,32954,430,146,67,-13360,1172,11034,0,0,0,70.15558076,2,17513,17433,17429,17434,17451,17465,17526,17584,8763,268,120,38,-12349,923,-10103,0,0,0,70.15558076,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.15558076,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.15558076,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.15558076,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.15558076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30532,30524,30020,31048,11224,-3137,-9241,1078,0,-707,70.25644374,0,18226,18247,18310,18352,18363,18322,18223,18190,15161,338,62,39,-15194,161,4725,0,0,0,70.27035666,1,12316,12368,12292,12286,12198,12176,12210,12242,32552,333,20,85,-10501,-1200,12914,0,0,0,70.27035666,2,17423,17443,17361,17286,17275,17288,17304,17331,7639,319,118,21,-10504,2274,-12007,0,0,0,70.27035666,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.27035666,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.27035666,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.27035666,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.27035666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30580,30548,30000,30996,13399,-2761,-2889,1150,0,-322,70.37510037,0,17528,17600,17701,17717,17517,17453,17434,17466,9344,551,158,85,-15355,1897,2135,0,0,0,70.38911819,1,12276,12304,12347,12359,12309,12229,12207,12229,32724,293,63,7,-7468,-2509,14178,0,0,0,70.38911819,2,17973,17993,18005,17965,17959,18011,18098,18136,13068,257,196,102,-7389,3456,-13114,0,0,0,70.38911819,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.38911819,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.38911819,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.38911819,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.38911819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31540,30536,30576,30076,31028,13779,-1551,1948,1239,0,146,70.49961829,0,17520,17523,17442,17382,17383,17386,17421,17434,8419,282,101,39,-14428,3144,-2626,0,0,0,70.51126647,1,12260,12267,12327,12344,12352,12392,12289,12291,32985,218,24,95,-4200,-3388,15373,0,0,0,70.51126647,2,18654,18681,18689,18652,18703,18785,18841,18849,18782,365,176,129,-4353,4402,-14481,0,0,0,70.51126647,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.51126647,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.51126647,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.51126647,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.51126647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30516,30636,30024,30992,4932,1959,11388,1309,0,794,70.62722301,0,18173,18256,18282,18266,18191,18131,18130,18156,14513,318,59,31,-14611,4654,-7327,0,0,0,70.63854361,1,12424,12326,12261,12239,12271,12330,12329,12349,32992,272,125,79,1127,-3466,16052,0,0,0,70.63854361,2,18489,18492,18496,18530,18567,18591,18606,18339,17038,286,218,216,659,4754,-16290,0,0,0,70.63854361,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.63854361,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.63854361,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.63854361,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.63854361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31488,30572,30556,29956,30948,2184,2384,15508,1283,0,1071,70.74268842,0,18524,18561,18632,18650,18621,18615,18574,18591,17696,187,89,57,-12939,3790,-10717,0,0,0,70.75544763,1,12086,12104,12109,12095,12116,12177,12198,12227,31576,234,112,90,6390,-2107,16068,0,0,0,70.75544763,2,17450,17508,17543,17537,17466,17418,17405,17415,8670,290,41,13,4360,3296,-15502,0,0,0,70.75544763,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.75544763,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.75544763,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.75544763,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.75544763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31520,30564,30584,29916,30716,2126,1141,17787,1261,0,1128,70.86632442,0,18348,18362,18421,18482,18512,18472,18332,18371,16228,332,108,88,-11906,3488,-12021,0,0,0,70.87722063,1,12219,12162,12096,12079,12066,12093,12100,12146,31425,249,93,57,7284,-1049,15999,0,0,0,70.87722063,2,17059,17075,17008,17008,17004,17050,17140,17224,5496,349,136,115,6578,2840,-15791,0,0,0,70.87722063,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.87722063,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.87722063,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.87722063,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.87722063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30612,30572,29824,30068,4549,-1173,18220,1243,0,1155,70.98215842,0,17567,17575,17575,17652,17749,17771,17699,17664,10180,413,51,56,-11150,2332,-12257,0,0,0,70.99461389,1,12086,12109,12125,12158,12186,12173,12187,12210,31698,180,94,93,7692,-375,16046,0,0,0,70.99461389,2,17638,17660,17682,17705,17785,17844,17887,17869,10998,478,161,139,6570,1289,-14971,0,0,0,70.99461389,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.99461389,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.99461389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.99461389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,70.99461389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31524,30556,30604,29796,28680,2858,-1764,16978,1238,0,1155,71.09746647,0,17446,17457,17522,17609,17658,17624,17559,17479,9282,426,24,11,-11105,1804,-12439,0,0,0,71.11052847,1,12491,12468,12390,12282,12253,12270,12325,12348,33291,453,111,58,7766,609,15296,0,0,0,71.11052847,2,18623,18522,18518,18561,18607,18639,18715,18784,17897,446,184,73,6325,775,-15146,0,0,0,71.11052847,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.11052847,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.11052847,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.11052847,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.11052847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31440,30604,30620,29768,28672,3685,-1813,16842,1244,0,1141,71.21137261,0,17973,17973,17982,18027,18092,18147,18168,18149,13439,424,101,85,-10702,1276,-12077,0,0,0,71.22358489,1,12255,12284,12332,12387,12401,12363,12262,12232,32980,335,68,25,7397,284,15617,0,0,0,71.22358489,2,18719,18708,18713,18731,18755,18834,18898,18926,19212,412,178,94,6690,836,-15387,0,0,0,71.22358489,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.22358489,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.22358489,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.22358489,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.22358489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31544,30564,30584,29804,29500,10895,-5297,11767,1242,0,1101,71.33495021,0,18555,18631,18677,18672,18606,18541,18530,18525,17665,327,52,23,-11315,1373,-11648,0,0,0,71.34812117,1,12163,12210,12258,12296,12292,12142,12133,12142,32100,339,107,75,6466,213,15838,0,0,0,71.34812117,2,17996,17999,18068,18094,18094,18002,17939,17913,13033,342,83,32,6045,1073,-16010,0,0,0,71.34812117,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.34812117,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.34812117,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.34812117,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.34812117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31484,30600,30580,29872,30632,4991,-1849,17132,1244,0,1000,71.46265864,0,18175,18187,18212,18234,18308,18370,18384,18378,15176,434,125,120,-12830,1389,-10686,0,0,0,71.47435427,1,12217,12223,12211,12099,12060,12027,12023,12059,31383,444,101,51,5508,481,16672,0,0,0,71.47435427,2,17310,17380,17433,17449,17388,17322,17212,17207,7629,480,70,52,3807,1194,-16542,0,0,0,71.47435427,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.47435427,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.47435427,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.47435427,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.47435427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31448,30552,30588,30012,31008,6575,-2383,14577,1240,0,812,71.58804607,0,17648,17697,17752,17775,17753,17666,17613,17603,10435,348,39,6,-14211,1885,-9066,0,0,0,71.59886384,1,12229,12257,12282,12321,12243,12270,12336,12405,32806,127,246,65,3021,-295,17211,0,0,0,71.59886384,2,17609,17518,17495,17508,17497,17489,17527,17591,9162,203,124,33,1801,1912,-16510,0,0,0,71.59886384,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.59886384,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.59886384,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.59886384,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.59886384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31492,30528,30580,30028,30996,9845,-2401,11615,1238,0,583,71.70732713,0,17339,17347,17344,17362,17396,17457,17527,17596,8296,427,205,156,-14763,2127,-6694,0,0,0,71.72113776,1,12411,12316,12311,12345,12372,12385,12336,12327,33267,65,139,101,754,-774,17253,0,0,0,71.72113776,2,18113,18148,18193,18237,18211,18226,18227,18266,14549,172,160,75,-189,2274,-16748,0,0,0,71.72113776,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.72113776,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.72113776,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.72113776,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.72113776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30504,30476,29984,31000,11869,-3416,7484,1227,0,212,71.82659197,0,18036,18088,17871,17844,17863,17910,17937,17897,12374,337,272,154,-16440,1691,-3272,0,0,0,71.83973193,1,12283,12285,12288,12332,12403,12487,12401,12336,33279,366,104,38,-2641,-1035,16496,0,0,0,71.83973193,2,18690,18700,18717,18781,18812,18865,18837,18755,19085,337,59,25,-4633,2590,-15706,0,0,0,71.83973193,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.83973193,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.83973193,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.83973193,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.83973193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31480,30516,30560,30028,31084,11943,-2478,-1556,1228,0,-238,71.95537758,0,18343,18427,18448,18367,18277,18250,18295,18329,15664,346,124,32,-16082,1032,119,0,0,0,71.96661186,1,12114,12183,12218,12252,12184,12119,12109,12116,31759,278,72,37,-6483,-1429,14617,0,0,0,71.96661186,2,18191,18251,18328,18357,18373,18127,18104,18123,14782,543,166,108,-7021,2141,-14487,0,0,0,71.96661186,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.96661186,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.96811795,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.96811795,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,71.96811795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31504,30548,30548,29956,31048,13517,-4544,-9594,1252,0,-700,72.08085537,0,18322,18235,18186,18199,18191,18198,18242,18341,14842,288,136,18,-14358,-1518,4567,0,0,0,72.0918026,1,12184,12127,12122,12044,12029,12057,12041,12037,31105,241,114,113,-10046,565,12164,0,0,0,72.0918026,2,17520,17533,17448,17382,17368,17370,17378,17343,8270,320,188,97,-10110,1099,-11634,0,0,0,72.0918026,3,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,72.0918026,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,72.0918026,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,72.0918026,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,72.0918026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
